البرنامج (التصنيف الأول),تصنيف الاحتياج (التصنيف الثاني),نوع حليب الاطفال,قياس حفاضات الاطفال,قياس حفاضات عجزة,الكمية,هل حصلت العائلة (أو الفرد) على الخدمة,تاريخ الحصول على الخدمة,هل حصلت العائلة (أو الفرد) على الخدمة.1,تاريخ الحصول على الخدمة.1,_index,_parent_table_name,_parent_index,_submission__id,_submission__submission_time,_submission__validation_status,_submission__status
احتياجات غير غذائية أو نظافة,فرشات,,,,4,لا,,,,4304,FamilyMembers,3886,476549592,2025-05-09,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,1,لا,,,,4305,FamilyMembers,3890,476549614,2025-05-09,,submitted_via_web
احتياجات غير غذائية أو نظافة,حفاضات كبار,,,كبير,3,لا,,,,4306,FamilyMembers,3895,476549627,2025-05-09,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,3,لا,,,,4307,FamilyMembers,3898,476549641,2025-05-09,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4308,FamilyMembers,3900,476558805,2025-05-09,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4309,FamilyMembers,3901,476558812,2025-05-09,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4310,FamilyMembers,3902,476560605,2025-05-09,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4311,FamilyMembers,3903,476641643,2025-05-09,,submitted_via_web
احتياجات طبية أو صحية,احتياج دواء,,,,1,لا,,,,4312,FamilyMembers,3904,476641643,2025-05-09,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4313,FamilyMembers,3906,476641643,2025-05-09,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4314,FamilyMembers,3907,476651988,2025-05-09,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4315,FamilyMembers,3912,476671016,2025-05-09,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4316,FamilyMembers,3917,476701323,2025-05-09,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,4317,FamilyMembers,3918,476733571,2025-05-09,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,4318,FamilyMembers,3918,476733571,2025-05-09,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4319,FamilyMembers,3918,476733571,2025-05-09,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,1,لا,,,,4320,FamilyMembers,3918,476733571,2025-05-09,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,4321,FamilyMembers,3919,476735154,2025-05-09,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4322,FamilyMembers,3919,476735154,2025-05-09,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,4323,FamilyMembers,3919,476735154,2025-05-09,,submitted_via_web
احتياجات غير غذائية أو نظافة,البسة,,,,1,لا,,,,4324,FamilyMembers,3919,476735154,2025-05-09,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,1,لا,,,,4325,FamilyMembers,3919,476735154,2025-05-09,,submitted_via_web
احتياجات مالية أو سبل العيش,الحاجة ل حقيبة أو عدة عمل,,,,1,لا,,,,4326,FamilyMembers,3919,476735154,2025-05-09,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,4327,FamilyMembers,3920,476736655,2025-05-09,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,4328,FamilyMembers,3920,476736655,2025-05-09,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4329,FamilyMembers,3920,476736655,2025-05-09,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,1,لا,,,,4330,FamilyMembers,3920,476736655,2025-05-09,,submitted_via_web
احتياجات مالية أو سبل العيش,الحاجة ل حقيبة أو عدة عمل,,,,1,لا,,,,4331,FamilyMembers,3920,476736655,2025-05-09,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,4332,FamilyMembers,3921,476738932,2025-05-09,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,4333,FamilyMembers,3921,476738932,2025-05-09,,submitted_via_web
احتياجات غير غذائية أو نظافة,البسة,,,,1,لا,,,,4334,FamilyMembers,3921,476738932,2025-05-09,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,1,لا,,,,4335,FamilyMembers,3921,476738932,2025-05-09,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4336,FamilyMembers,3921,476738932,2025-05-09,,submitted_via_web
احتياجات مالية أو سبل العيش,الحاجة ل حقيبة أو عدة عمل,,,,1,لا,,,,4337,FamilyMembers,3921,476738932,2025-05-09,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم في الإيجار,,,,1,لا,,,,4338,FamilyMembers,3921,476738932,2025-05-09,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4339,FamilyMembers,3922,476819953,2025-05-10,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,4340,FamilyMembers,3922,476819953,2025-05-10,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,4341,FamilyMembers,3922,476819953,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4342,FamilyMembers,3927,476819965,2025-05-10,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,4343,FamilyMembers,3927,476819965,2025-05-10,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,4344,FamilyMembers,3927,476819965,2025-05-10,,submitted_via_web
احتياجات غير غذائية أو نظافة,أدوات و مستلزمات نظافة عامة,,,,1,لا,,,,4345,FamilyMembers,3927,476819965,2025-05-10,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,4346,FamilyMembers,3933,476819973,2025-05-10,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,4347,FamilyMembers,3933,476819973,2025-05-10,,submitted_via_web
احتياجات غير غذائية أو نظافة,أدوات و مستلزمات نظافة عامة,,,,1,لا,,,,4348,FamilyMembers,3933,476819973,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4349,FamilyMembers,3933,476819973,2025-05-10,,submitted_via_web
احتياجات طبية أو صحية,احتياج دواء,,,,1,لا,,,,4350,FamilyMembers,3934,476819973,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4351,FamilyMembers,3937,476823844,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4352,FamilyMembers,3938,476839340,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4353,FamilyMembers,3939,476840643,2025-05-10,,submitted_via_web
احتياجات طبية أو صحية,احتياج دواء,,,,1,لا,,,,4354,FamilyMembers,3940,476840643,2025-05-10,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,4355,FamilyMembers,3943,476853119,2025-05-10,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,5,نعم,2025-05-09,,,4356,FamilyMembers,3943,476853119,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4357,FamilyMembers,3944,476863356,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4358,FamilyMembers,3945,476863432,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4359,FamilyMembers,3946,476863440,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4360,FamilyMembers,3947,476863522,2025-05-10,,submitted_via_web
احتياجات غذائية,حليب أطفال,1 (من 1 إلى 6 أشهر ),,,1,لا,,,,4361,FamilyMembers,3948,476879749,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4362,FamilyMembers,3948,476879749,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4363,FamilyMembers,3948,476879749,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4364,FamilyMembers,3949,476884394,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4365,FamilyMembers,3950,476884410,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4366,FamilyMembers,3950,476884410,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4367,FamilyMembers,3951,476888737,2025-05-10,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,4368,FamilyMembers,3952,476891604,2025-05-10,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,4369,FamilyMembers,3952,476891604,2025-05-10,,submitted_via_web
احتياجات غير غذائية أو نظافة,البسة,,,,1,لا,,,,4370,FamilyMembers,3952,476891604,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4371,FamilyMembers,3952,476891604,2025-05-10,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,1,لا,,,,4372,FamilyMembers,3952,476891604,2025-05-10,,submitted_via_web
احتياجات مالية أو سبل العيش,الحاجة ل حقيبة أو عدة عمل,,,,1,لا,,,,4373,FamilyMembers,3952,476891604,2025-05-10,,submitted_via_web
احتياجات طبية أو صحية,احتياج دواء,,,,1,لا,,,,4374,FamilyMembers,3952,476891604,2025-05-10,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,4375,FamilyMembers,3953,476891604,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4376,FamilyMembers,3953,476891604,2025-05-10,,submitted_via_web
احتياجات طبية أو صحية,احتياج دواء,,,,1,لا,,,,4377,FamilyMembers,3953,476891604,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4378,FamilyMembers,3955,476892443,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4379,FamilyMembers,3956,476896112,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4380,FamilyMembers,3957,476900550,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4381,FamilyMembers,3958,476900558,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4382,FamilyMembers,3959,476907874,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4383,FamilyMembers,3960,476907879,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4384,FamilyMembers,3961,476910935,2025-05-10,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,1,لا,,,,4385,FamilyMembers,3962,476910935,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4386,FamilyMembers,3963,476910935,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4387,FamilyMembers,3964,476910935,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4388,FamilyMembers,3965,476914522,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4389,FamilyMembers,3968,476915441,2025-05-10,,submitted_via_web
احتياجات طبية أو صحية,احتياج دواء,,,,1,لا,,,,4390,FamilyMembers,3969,476915547,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4391,FamilyMembers,3970,476923288,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4392,FamilyMembers,3970,476923288,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4393,FamilyMembers,3970,476923288,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4394,FamilyMembers,3971,476923288,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4395,FamilyMembers,3973,476936414,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4396,FamilyMembers,3973,476936414,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4397,FamilyMembers,3978,476937635,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4398,FamilyMembers,3979,476937638,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4399,FamilyMembers,3980,476937644,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4400,FamilyMembers,3981,476938783,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4401,FamilyMembers,3982,476944716,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4402,FamilyMembers,3983,476944716,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4403,FamilyMembers,3984,476949105,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4404,FamilyMembers,3985,476949112,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4405,FamilyMembers,3986,476949137,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4406,FamilyMembers,3987,476949144,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4407,FamilyMembers,3988,476955617,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4408,FamilyMembers,3992,476955682,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4409,FamilyMembers,3997,476958882,2025-05-10,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,4410,FamilyMembers,3998,476958882,2025-05-10,,submitted_via_web
احتياجات غذائية,مكملات غذائية للرضع,,,,1,لا,,,,4411,FamilyMembers,3999,476958882,2025-05-10,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,1,لا,,,,4412,FamilyMembers,4000,476961817,2025-05-10,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,4413,FamilyMembers,4002,476961830,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4414,FamilyMembers,4006,476962133,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4415,FamilyMembers,4012,476962175,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4416,FamilyMembers,4017,476962186,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4417,FamilyMembers,4022,476962197,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4418,FamilyMembers,4029,476962230,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4419,FamilyMembers,4031,476967114,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4420,FamilyMembers,4032,476971338,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4421,FamilyMembers,4033,476977818,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4422,FamilyMembers,4035,476995624,2025-05-10,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,4423,FamilyMembers,4035,476995624,2025-05-10,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,4424,FamilyMembers,4035,476995624,2025-05-10,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,1,لا,,,,4425,FamilyMembers,4035,476995624,2025-05-10,,submitted_via_web
احتياجات غير غذائية أو نظافة,البسة,,,,1,لا,,,,4426,FamilyMembers,4036,476995624,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4427,FamilyMembers,4039,477001254,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4428,FamilyMembers,4040,477057213,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4429,FamilyMembers,4046,477059773,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4430,FamilyMembers,4047,477163541,2025-05-10,,submitted_via_web
احتياجات طبية أو صحية,أخرى,,,,5,لا,,,,4431,FamilyMembers,4050,477164933,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,7,لا,,,,4432,FamilyMembers,4052,477165025,2025-05-10,,submitted_via_web
احتياجات مالية أو سبل العيش,الحاجة ل حقيبة أو عدة عمل,,,,5,لا,,,,4433,FamilyMembers,4053,477165025,2025-05-10,,submitted_via_web
احتياجات مالية أو سبل العيش,الحاجة ل حقيبة أو عدة عمل,,,,4,لا,,,,4434,FamilyMembers,4054,477165025,2025-05-10,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,2000000,لا,,,,4435,FamilyMembers,4055,477165374,2025-05-10,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,7,لا,,,,4436,FamilyMembers,4057,477165422,2025-05-10,,submitted_via_web
احتياجات طبية أو صحية,احتياج عمل جراحي,,,,1,لا,,,,4437,FamilyMembers,4058,477165493,2025-05-10,,submitted_via_web
احتياجات طبية أو صحية,احتياج دواء,,,,4,لا,,,,4438,FamilyMembers,4059,477165504,2025-05-10,,submitted_via_web
احتياجات غذائية,حليب أطفال,أكثر من سنة,,,4,لا,,,,4439,FamilyMembers,4060,477166537,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4440,FamilyMembers,4061,477181711,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4441,FamilyMembers,4062,477197008,2025-05-10,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,5,لا,,,,4442,FamilyMembers,4063,477197008,2025-05-10,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,1,لا,,,,4443,FamilyMembers,4064,477197008,2025-05-10,,submitted_via_web
احتياجات غير غذائية أو نظافة,مستلزمات نظافة شخصية,,,,1,لا,,,,4444,FamilyMembers,4065,477197008,2025-05-10,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,5,لا,,,,4445,FamilyMembers,4066,477197008,2025-05-10,,submitted_via_web
التعليم,مرحلة ثانية,,,,1,لا,,,,4446,FamilyMembers,4067,477197008,2025-05-10,,submitted_via_web
احتياجات غير غذائية أو نظافة,البسة,,,,1,لا,,,,4447,FamilyMembers,4068,477197008,2025-05-10,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,4,لا,,,,4448,FamilyMembers,4069,477197023,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4449,FamilyMembers,4070,477197023,2025-05-10,,submitted_via_web
احتياجات غير غذائية أو نظافة,البسة,,,,1,لا,,,,4450,FamilyMembers,4071,477197023,2025-05-10,,submitted_via_web
احتياجات غير غذائية أو نظافة,أخرى,,,,1,لا,,,,4451,FamilyMembers,4072,477197023,2025-05-10,,submitted_via_web
احتياجات طبية أو صحية,احتياج دواء,,,,1,لا,,,,4452,FamilyMembers,4073,477197032,2025-05-10,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,5,لا,,,,4453,FamilyMembers,4075,477197045,2025-05-10,,submitted_via_web
احتياجات طبية أو صحية,احتياج دواء,,,,1,لا,,,,4454,FamilyMembers,4076,477197045,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4455,FamilyMembers,4077,477197045,2025-05-10,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,1,لا,,,,4456,FamilyMembers,4078,477197045,2025-05-10,,submitted_via_web
التعليم,مرحلة ابتدائية,,,,1,لا,,,,4457,FamilyMembers,4079,477197045,2025-05-10,,submitted_via_web
احتياجات طبية أو صحية,احتياج دواء,,,,2,لا,,,,4458,FamilyMembers,4080,477197055,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4459,FamilyMembers,4081,477197055,2025-05-10,,submitted_via_web
احتياجات غير غذائية أو نظافة,أدوات و مستلزمات نظافة عامة,,,,1,لا,,,,4460,FamilyMembers,4082,477197055,2025-05-10,,submitted_via_web
التعليم,مرحلة اعدادية,,,,1,لا,,,,4461,FamilyMembers,4083,477197055,2025-05-10,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,3,لا,,,,4462,FamilyMembers,4084,477197061,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,3,لا,,,,4463,FamilyMembers,4085,477197061,2025-05-10,,submitted_via_web
احتياجات غير غذائية أو نظافة,حفاضات أطفال,,6.0,,1,لا,,,,4464,FamilyMembers,4086,477197061,2025-05-10,,submitted_via_web
احتياجات طبية أو صحية,احتياج دواء,,,,1,لا,,,,4465,FamilyMembers,4087,477197076,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,2,لا,,,,4466,FamilyMembers,4088,477197076,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,2,لا,,,,4467,FamilyMembers,4089,477197085,2025-05-10,,submitted_via_web
احتياجات غير غذائية أو نظافة,حفاضات أطفال,,1.0,,1,لا,,,,4468,FamilyMembers,4090,477197085,2025-05-10,,submitted_via_web
احتياجات طبية أو صحية,احتياج دواء,,,,4,لا,,,,4469,FamilyMembers,4091,477197093,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,5,لا,,,,4470,FamilyMembers,4092,477197093,2025-05-10,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,1,لا,,,,4471,FamilyMembers,4093,477197093,2025-05-10,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,1,لا,,,,4472,FamilyMembers,4094,477197093,2025-05-10,,submitted_via_web
احتياجات طبية أو صحية,احتياج دواء,,,,1,لا,,,,4473,FamilyMembers,4095,477197093,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,4,لا,,,,4474,FamilyMembers,4096,477197098,2025-05-10,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,4475,FamilyMembers,4097,477197098,2025-05-10,,submitted_via_web
احتياجات غير غذائية أو نظافة,البسة,,,,1,لا,,,,4476,FamilyMembers,4098,477197098,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,6,لا,,,,4477,FamilyMembers,4100,477197104,2025-05-10,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,5,لا,,,,4478,FamilyMembers,4101,477197104,2025-05-10,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,1,لا,,,,4479,FamilyMembers,4102,477197104,2025-05-10,,submitted_via_web
التعليم,مرحلة ثانية,,,,1,لا,,,,4480,FamilyMembers,4103,477197104,2025-05-10,,submitted_via_web
التعليم,مرحلة ثانية,,,,1,لا,,,,4481,FamilyMembers,4104,477197104,2025-05-10,,submitted_via_web
احتياجات غير غذائية أو نظافة,البسة,,,,1,لا,,,,4482,FamilyMembers,4105,477197104,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,2,لا,,,,4483,FamilyMembers,4106,477197109,2025-05-10,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,1,لا,,,,4484,FamilyMembers,4107,477197109,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,5,لا,,,,4485,FamilyMembers,4108,477197112,2025-05-10,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,1,لا,,,,4486,FamilyMembers,4109,477197112,2025-05-10,,submitted_via_web
احتياجات غير غذائية أو نظافة,مستلزمات نظافة شخصية,,,,1,لا,,,,4487,FamilyMembers,4111,477197112,2025-05-10,,submitted_via_web
احتياجات غير غذائية أو نظافة,البسة,,,,1,لا,,,,4488,FamilyMembers,4112,477197112,2025-05-10,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,4,لا,,,,4489,FamilyMembers,4113,477197113,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,4,لا,,,,4490,FamilyMembers,4114,477197113,2025-05-10,,submitted_via_web
احتياجات غير غذائية أو نظافة,مستلزمات نظافة شخصية,,,,1,لا,,,,4491,FamilyMembers,4115,477197113,2025-05-10,,submitted_via_web
احتياجات غير غذائية أو نظافة,حفاضات أطفال,,5.0,,1,لا,,,,4492,FamilyMembers,4116,477197113,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,5,لا,,,,4493,FamilyMembers,4117,477197116,2025-05-10,,submitted_via_web
احتياجات طبية أو صحية,احتياج دواء,,,,1,لا,,,,4494,FamilyMembers,4118,477197116,2025-05-10,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,1,لا,,,,4495,FamilyMembers,4119,477197116,2025-05-10,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,5,لا,,,,4496,FamilyMembers,4120,477197116,2025-05-10,,submitted_via_web
احتياجات غير غذائية أو نظافة,البسة,,,,1,لا,,,,4497,FamilyMembers,4121,477197116,2025-05-10,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4498,FamilyMembers,4122,477302539,2025-05-11,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,4499,FamilyMembers,4123,477302539,2025-05-11,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,4500,FamilyMembers,4126,477400859,2025-05-11,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,4501,FamilyMembers,4126,477400859,2025-05-11,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4502,FamilyMembers,4126,477400859,2025-05-11,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,4503,FamilyMembers,4130,477400868,2025-05-11,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,4504,FamilyMembers,4130,477400868,2025-05-11,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4505,FamilyMembers,4130,477400868,2025-05-11,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,4506,FamilyMembers,4133,477400868,2025-05-11,,submitted_via_web
